Triamcinolone Lotion,emotional hangover,cried,Hemorrhoid Cream,very fatigued,Joint Pain,migraine day,drank lots of water,Knackered,migraine yesterday,woke up without alarm,saw a movie,meditation,meditation ,Started period,Prednisone,nectarine,Flonase,Walked the Dogs,Diary,Iceburg Lettuce,on my feet a lot,hard time functioning,saw Adam,very hot,"Busy Day,  VBS prep",Busy VBS day,feeling sad,Busy VBS prep,trouble thinking,Anxious,butternut squash risotto,fatigued,day at home,unknown fructose content,kidney pain,Triamcinolone Cream,Hiking,meditated,Fish oil,bad sleep,last day of selenium,Emotionally Drained,Spotting,horseback riding,saw psychologist,had sex,Singing lesson,overslept,Fight with Vee,unproductive,went to movies,tired,Poorly ,don't care about anything,Broke VLCD,contact with parents,Headache,PTO,Warped Tour,alcohol,Worked Outside,Busy VBS evening,Sauna,dehydrated,"Ugh,  slow start",stayed up to late last night,exercise,Veggies,Humira,UTI,Upset,Vitamin C,Taco Bell,last day of period,forgot meal,Painting.,Projects,Rainy Day,Cried,studied,hydrocortisone suppository ,Lettuce,new environment,stressed,Late lunch,Cardio,toes very painful,Went to work,hiking,Angry,period,Dairy,restless,Regular Day,tidied,spinach,Painted,angry,Raided,walked the dogs,Antibiotics,Vets,Fructose,bad headache,self-harmed,Nasal Congestion,painful,happy,Doctor's Appointment,resting,Hangry,Book Club,a lot of muscle pain from washing my feet yesterday,jetlagged,"Busy VBS prep,  & painting",antibiotics,church ,Stressed,Fun,napped several times,sat outside,blood test,Tired,Exhausted,puppy training,std checkup,fructose ,blood work,Tylenol,Melatonin,little sleep,Gluten,Fingers dislocating,Encouraged about GI,napped,exhausted,upset,book club,2 Hr Nap,sad,Nap,first day of period,Fighting with Nate and Elizabeth,Interview,Inflamma-blox,Went out,trouble getting up,memories of Dorian,toes dislocating,Iceberg Lettuce,Ocella,foggy day,woke up with dry eye,nap,Fatigued,sick,fingers very painful,Couldn't be bothered with anything,feet tingly,with James H,depressed day,Neti Pot,muscle soreness,menstruating,Daytime nap,audition,fatigue,cleaning,Iron,fructose,Popcorn,yoga,Sad,weekend,no work,Car travel,archery,Short of Breath,Lots of work,good sleep,psychology,weights,Fishing,row
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,last day of period
0.0,2.0,,0.0,,,0.0,2.0,0.0,2.0,0.0,,,,,0.0,0.0,0.0,,,,,,2.0,,,,,,0.0,0.0,2.0,,0.0,,2.0,2.0,,,,,2.0,,,0.0,2.0,,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,,0.0,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,,,,,,0.0,,,0.0,0.0,,,2.0,,0.0,,0.0,,,0.0,2.0,2.0,2.0,,2.0,,,2.0,,,0.0,,2.0,0.0,,,2.0,,0.0,2.0,,,,,,,0.0,,,,2.0,0.0,,,,,,,2.0,2.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,,,2.0,0.0,2.0,2.0,0.0,,2.0,2.0,,2.0,,2.0,0.0,,,,,2.0,0.0,,0.0,,2.0,2.0,0.0,,,forgot meal
,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Painting.
,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Projects
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Rainy Day
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Cried
0.0,2.0,,0.0,,,0.0,2.0,0.0,2.0,0.0,,,,,0.0,0.0,0.0,,,,,,2.0,,,,,,0.0,0.0,2.0,,0.0,,2.0,2.0,,,,,2.0,,,0.0,2.0,,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,,0.0,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,,,,0.0,0.0,,,2.0,,0.0,,0.0,,,0.0,2.0,2.0,2.0,,2.0,,,2.0,,,0.0,,2.0,0.0,,,2.0,,0.0,2.0,,,,,,,0.0,,,,2.0,0.0,,,,,,,2.0,2.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,,,2.0,0.0,2.0,2.0,0.0,,2.0,2.0,,2.0,,2.0,0.0,,,,,2.0,0.0,,0.0,,2.0,2.0,0.0,,,studied
,,2.0,0.0,2.0,2.0,,,,,,2.0,2.0,2.0,2.0,0.0,,0.0,2.0,2.0,2.0,,2.0,,2.0,,,2.0,,,2.0,,2.0,,2.0,,0.0,2.0,2.0,0.0,2.0,,2.0,2.0,,,2.0,,,,,,,,,,,2.0,2.0,,2.0,2.0,,,2.0,,,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,2.0,2.0,,,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,2.0,,2.0,2.0,,2.0,2.0,,2.0,,2.0,2.0,,,2.0,,,,2.0,,2.0,2.0,,,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,2.0,0.0,,,,2.0,2.0,,,,,,0.0,,2.0,2.0,,2.0,,0.0,2.0,2.0,2.0,2.0,,,2.0,,2.0,,2.0,,2.0,2.0,hydrocortisone suppository 
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Lettuce
0.0,2.0,,0.0,,,0.0,2.0,0.0,2.0,0.0,,,,,0.0,0.0,0.0,,,,,,2.0,,,,,,0.0,0.0,2.0,,0.0,,2.0,2.0,,,,,2.0,,,0.0,2.0,,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,,0.0,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,0.0,,,,0.0,,,2.0,,0.0,,0.0,,,0.0,2.0,2.0,2.0,,2.0,,,2.0,,,0.0,,2.0,0.0,,,2.0,,0.0,2.0,,,,,,,0.0,,,,2.0,0.0,,,,,,,2.0,2.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,,,2.0,0.0,2.0,2.0,0.0,,2.0,2.0,,2.0,,2.0,0.0,,,,,2.0,0.0,,0.0,,2.0,2.0,0.0,,,new environment
0.0,2.0,0.0,1.5980621408,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0034194399914,0.0,0.0,0.0,1.66690843085,0.0,1.31030030738,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88334426219e-05,2.0,0.0,0.0,0.0,2.0,1.99999448234,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.10696936425,0.0,2.0,2.0,0.0,0.6783337454,0.0,0.0,0.0408317206469,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96393287262,0.0,0.0,0.564814651591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.00192651819644,0.0,0.166372392074,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.148415790733,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459526308001,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.462817108754,0.0,2.0,0.0,2.0,1.47516001645,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.219907249306,0.0,0.0,0.0,stressed
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Late lunch
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Cardio
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,,,0.0,,,,,,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,,,2.0,,2.0,,,2.0,0.0,0.0,0.0,,0.0,,,0.0,,,2.0,,0.0,2.0,,,0.0,,2.0,0.0,,,,,,,2.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,toes very painful
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Went to work
0.0,2.0,0.0,1.54718567504,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.61939297198,0.0,1.25072210686,0.0,0.0,0.0,,0.0,2.0,0.0,,,0.0,,0.0,0.0015645388932,2.0,0.0,0.0,0.0,2.0,1.99827407777,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.737698980952,0.0,0.0,0.060227550373,0.0,,0.0,0.0,,0.0,0.0,0.0,1.97858828333,0.0,0.0,0.509793259224,0.0,0.0,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.00192651819644,0.0,0.0,2.0,0.0,,0.0,0.128612309499,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.182580392388,0.0,,2.0,0.0,0.0,2.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512768035075,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.516183088777,0.0,2.0,0.0,2.0,1.4196530767,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.260228131748,0.0,0.0,0.0,hiking
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Angry
0.0,2.0,0.0,1.88744443025,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.187849742995,0.0,0.0,0.0,1.92488830865,0.0,1.69340115114,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102543381433,2.0,0.0,0.0,0.0,2.0,1.8986949394,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.02097388626,0.0,2.0,2.0,0.0,0.298016726326,0.0,0.0,0.013408110072,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7517518194,0.0,0.0,1.00044555379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.166372392074,0.0,0.0,2.0,0.0,0.128612309499,0.0,,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.00510692779349,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147008863655,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.149054211807,0.0,2.0,0.0,2.0,1.81098607733,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0252712143679,0.0,0.0,0.0,period
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,Dairy
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,restless
0.0,2.0,,0.0,,,0.0,2.0,0.0,2.0,0.0,,,,,0.0,0.0,0.0,,,,,,2.0,,,,,,0.0,0.0,2.0,,0.0,,2.0,2.0,,,,,2.0,,,0.0,2.0,,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,,0.0,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,2.0,,0.0,,0.0,,,,2.0,2.0,2.0,,2.0,,,2.0,,,0.0,,2.0,0.0,,,2.0,,0.0,2.0,,,,,,,0.0,,,,2.0,0.0,,,,,,,2.0,2.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,,2.0,2.0,2.0,,,2.0,0.0,2.0,2.0,0.0,,2.0,2.0,,2.0,,2.0,0.0,,,,,2.0,0.0,,0.0,,2.0,2.0,0.0,,,Regular Day
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,,,0.0,,,,,,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,0.0,,2.0,,2.0,,,2.0,,0.0,0.0,,0.0,,,0.0,,,2.0,,0.0,2.0,,,0.0,,2.0,0.0,,,,,,,2.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,tidied
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,,,0.0,,,,,,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,0.0,,2.0,,2.0,,,2.0,0.0,,0.0,,0.0,,,0.0,,,2.0,,0.0,2.0,,,0.0,,2.0,0.0,,,,,,,2.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,spinach
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,,,0.0,,,,,,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,0.0,,2.0,,2.0,,,2.0,0.0,0.0,,,0.0,,,0.0,,,2.0,,0.0,2.0,,,0.0,,2.0,0.0,,,,,,,2.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,Painted
,,0.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0,,,,0.0,0.0,,,,,,2.0,,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,angry
2.0,0.0,,2.0,,,2.0,0.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,,,,0.0,,,,,,2.0,2.0,0.0,,2.0,,0.0,0.0,,,,,0.0,,,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,,0.0,,2.0,,2.0,,,2.0,0.0,0.0,0.0,,,,,0.0,,,2.0,,0.0,2.0,,,0.0,,2.0,0.0,,,,,,,2.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,,,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.0,2.0,,,,,0.0,2.0,,2.0,,0.0,0.0,2.0,,,Raided
