chicken wild rice soup,Vitamins,Phyical Therapy - stretches,espresso,haircut,Fluids,Osteopathy,spicy food,ate breakfast,Daily walk,busy,Ubiquinol,dairy,Exercise--walking,coffee,Aloe Detox Water,talked with family,broken sleep,Turmeric,Flexeril,home alone,bubble and squeak roast,Corticosteroids,Tretinoin,picnic,bed day,Butterbur,Dogs,Coffee,Relaxing,Medical Marijuana,skipped meals,Clinda-derm,slept 12 hours,lots of desk work,excedrin migraine,masturbated,worked out,exercise,Medical marijuana,breathing exercises,Vitamin B,listen to music ,ate salsa,Daytime nap,crafting,Medication,slimfast,Thyroid-Pro,Zomig,drank wine,new environment,Vitamin d,Late lunch,massage,ate unhealthy,family,buses,physical therapy,acupuncture treatment,had sex,Did something scary,ironing,Extra Medications,Metformin,Went out on date,vacation,Therapy,Weather- rain,banana,bbq,shopping,slept >12 hrs,scary new shit,worked in garden,soy or tofu main dish eaten,Tranexamic acid,kid free time,television,Gardening,Quell Unit,exercised,Lazy day,not great sleep,Ate poorly,Meditation,soft drink,Dicyclomine,studied,allergy shot,marijuana,Pantoprazole,Soy Sauce,Fexofenadine,cooked,cooked breakfast,severe pain,lift x2,Zolmitriptan,housework,Valerian,Achy breaky rub,Benadryl,Enada,laundry,Progesterone,Essential oils,no breakfast,walked,Montelukast,no sleep,thai food,Sleep,bone broth,long walk,row
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,,2.0,,,,0.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,,0.0,2.0,,0.0,2.0,0.0,2.0,,0.0,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,Vitamin d
2.0,,0.0,,,,0.0,,,,2.0,2.0,,,,,,2.0,,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,,2.0,,,,2.0,,,0.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,2.0,,,,,2.0,2.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,0.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,,2.0,0.0,,2.0,0.0,2.0,0.0,,2.0,,2.0,0.0,0.0,0.0,,2.0,,,2.0,0.0,,2.0,2.0,Late lunch
,2.0,,0.0,,2.0,,,,2.0,0.0,,,2.0,0.0,2.0,,,2.0,,,,,,,,,,2.0,,2.0,,,2.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,massage
,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ate unhealthy
,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,family
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,,0.0,2.0,,0.0,2.0,0.0,2.0,,0.0,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,buses
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,0.0,,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,,0.0,2.0,,0.0,2.0,0.0,2.0,,0.0,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,physical therapy
2.0,,0.0,,,,0.0,,,,2.0,2.0,,,,,,2.0,,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,,2.0,,,,2.0,,,0.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,2.0,0.0,,,,2.0,2.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,0.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,,2.0,0.0,,2.0,0.0,2.0,0.0,,2.0,,2.0,0.0,0.0,0.0,,2.0,,,2.0,0.0,,2.0,2.0,acupuncture treatment
,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,had sex
,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did something scary
2.0,,0.0,,,,0.0,,,,2.0,2.0,,,,,,2.0,,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,,2.0,,,,2.0,,,0.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,2.0,0.0,,,,2.0,2.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,0.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,,2.0,0.0,,2.0,0.0,2.0,0.0,,2.0,,2.0,0.0,0.0,0.0,,2.0,,,2.0,0.0,,2.0,2.0,ironing
,0.0,,2.0,,0.0,,,,0.0,2.0,,,0.0,2.0,0.0,,,0.0,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,,,,Extra Medications
2.0,,0.0,,,,0.0,,,,2.0,2.0,,,,,,2.0,,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,,2.0,,,,2.0,,,0.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,2.0,0.0,,,,2.0,2.0,0.0,,,0.0,,,0.0,0.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,0.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,,2.0,0.0,,2.0,0.0,2.0,0.0,,2.0,,2.0,0.0,0.0,0.0,,2.0,,,2.0,0.0,,2.0,2.0,Metformin
2.0,,0.0,,,,0.0,,,,2.0,2.0,,,,,,2.0,,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,,2.0,,,,2.0,,,0.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,2.0,0.0,,,,2.0,2.0,0.0,,,0.0,,0.0,,0.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,0.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,,2.0,0.0,,2.0,0.0,2.0,0.0,,2.0,,2.0,0.0,0.0,0.0,,2.0,,,2.0,0.0,,2.0,2.0,Went out on date
2.0,,0.0,,,,0.0,,,,2.0,2.0,,,,,,2.0,,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,,2.0,,,,2.0,,,0.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,2.0,0.0,,,,2.0,2.0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,0.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,,2.0,0.0,,2.0,0.0,2.0,0.0,,2.0,,2.0,0.0,0.0,0.0,,2.0,,,2.0,0.0,,2.0,2.0,vacation
,0.0,,2.0,,0.0,,,,0.0,2.0,,,0.0,2.0,0.0,,,0.0,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,,,,Therapy
,0.0,,2.0,,0.0,,,,0.0,2.0,,,0.0,2.0,0.0,,,0.0,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,,,,Weather- rain
2.0,,0.0,,,,0.0,,,,2.0,2.0,,,,,,2.0,,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,,2.0,,,,2.0,,,0.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,2.0,0.0,,,,2.0,2.0,0.0,,,0.0,,0.0,0.0,0.0,,,,0.0,2.0,2.0,2.0,2.0,2.0,,,,0.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,,2.0,0.0,,2.0,0.0,2.0,0.0,,2.0,,2.0,0.0,0.0,0.0,,2.0,,,2.0,0.0,,2.0,2.0,banana
2.0,,0.0,,,,0.0,,,,2.0,2.0,,,,,,2.0,,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,,2.0,,,,2.0,,,0.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,2.0,0.0,,,,2.0,2.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,2.0,2.0,2.0,2.0,2.0,,,,0.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,,2.0,0.0,,2.0,0.0,2.0,0.0,,2.0,,2.0,0.0,0.0,0.0,,2.0,,,2.0,0.0,,2.0,2.0,bbq
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,0.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,,0.0,0.0,0.0,0.0,,,,2.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,,0.0,2.0,,0.0,2.0,0.0,2.0,,0.0,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,shopping
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,0.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,,0.0,0.0,0.0,,,,2.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,,0.0,2.0,,0.0,2.0,0.0,2.0,,0.0,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,slept >12 hrs
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,0.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,,0.0,0.0,,,,2.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,,0.0,2.0,,0.0,2.0,0.0,2.0,,0.0,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,scary new shit
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,0.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,0.0,,0.0,,,,2.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,,0.0,2.0,,0.0,2.0,0.0,2.0,,0.0,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,worked in garden
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,0.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,0.0,0.0,,,,,2.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,,0.0,2.0,,0.0,2.0,0.0,2.0,,0.0,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,soy or tofu main dish eaten
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tranexamic acid
,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kid free time
,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,television
2.0,,0.0,,,,0.0,,,,2.0,2.0,,,,,,2.0,,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,,2.0,,,,2.0,,,0.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,2.0,0.0,,,,2.0,2.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,,2.0,0.0,,2.0,0.0,2.0,0.0,,2.0,,2.0,0.0,0.0,0.0,,2.0,,,2.0,0.0,,2.0,2.0,Gardening
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quell Unit
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,0.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,0.0,2.0,,,0.0,,0.0,2.0,0.0,,0.0,2.0,,0.0,2.0,0.0,2.0,,0.0,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,exercised
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,0.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,2.0,,,0.0,,0.0,2.0,0.0,,0.0,2.0,,0.0,2.0,0.0,2.0,,0.0,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,Lazy day
2.0,,0.0,,,,0.0,,,,2.0,2.0,,,,,,2.0,,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,,2.0,,,,2.0,,,0.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,2.0,0.0,,,,2.0,2.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,0.0,,2.0,2.0,,,,2.0,,2.0,0.0,2.0,,2.0,0.0,,2.0,0.0,2.0,0.0,,2.0,,2.0,0.0,0.0,0.0,,2.0,,,2.0,0.0,,2.0,2.0,not great sleep
,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ate poorly
,0.0,,2.0,,0.0,,,,0.0,2.0,,,0.0,2.0,0.0,,,0.0,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,,,,Meditation
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,0.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,0.0,2.0,,,,,0.0,2.0,0.0,,0.0,2.0,,0.0,2.0,0.0,2.0,,0.0,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,soft drink
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dicyclomine
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,0.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,0.0,2.0,,,0.0,,,2.0,0.0,,0.0,2.0,,0.0,2.0,0.0,2.0,,0.0,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,studied
2.0,,0.0,,,,0.0,,,,2.0,2.0,,,,,,2.0,,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,,2.0,,,,2.0,,,0.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,2.0,0.0,,,,2.0,2.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,0.0,,2.0,2.0,0.0,,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,0.0,2.0,0.0,,2.0,,2.0,0.0,0.0,0.0,,2.0,,,2.0,0.0,,2.0,2.0,allergy shot
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,0.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,,,0.0,2.0,,0.0,2.0,0.0,2.0,,0.0,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,marijuana
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantoprazole
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,0.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,,,2.0,,0.0,2.0,0.0,2.0,,0.0,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,Soy Sauce
2.0,,0.0,,,,0.0,,,,2.0,2.0,,,,,,2.0,,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,,2.0,,,,2.0,,,0.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,2.0,0.0,,,,2.0,2.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,0.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,,2.0,,,2.0,0.0,2.0,0.0,,2.0,,2.0,0.0,0.0,0.0,,2.0,,,2.0,0.0,,2.0,2.0,Fexofenadine
,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cooked
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,0.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,,0.0,2.0,,,2.0,0.0,2.0,,0.0,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,cooked breakfast
2.0,,0.0,,,,0.0,,,,2.0,2.0,,,,,,2.0,,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,,2.0,,,,2.0,,,0.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,2.0,0.0,,,,2.0,2.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,0.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,,2.0,0.0,,2.0,,2.0,0.0,,2.0,,2.0,0.0,0.0,0.0,,2.0,,,2.0,0.0,,2.0,2.0,severe pain
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,0.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,,0.0,2.0,,0.0,2.0,,2.0,,0.0,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,lift x2
2.0,,0.0,,,,0.0,,,,2.0,2.0,,,,,,2.0,,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,,2.0,,,,2.0,,,0.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,2.0,0.0,,,,2.0,2.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,0.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,,2.0,0.0,,2.0,0.0,2.0,,,2.0,,2.0,0.0,0.0,0.0,,2.0,,,2.0,0.0,,2.0,2.0,Zolmitriptan
,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,housework
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,0.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,,0.0,2.0,,0.0,2.0,0.0,2.0,,,,0.0,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,Valerian
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Achy breaky rub
0.0,,2.0,,,,2.0,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,,0.0,,,,0.0,,,2.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,0.0,2.0,,,,0.0,0.0,2.0,,,2.0,,2.0,2.0,2.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,,0.0,2.0,,0.0,2.0,0.0,2.0,,0.0,,,2.0,2.0,2.0,,0.0,,,0.0,2.0,,0.0,0.0,Benadryl
2.0,,0.0,,,,0.0,,,,2.0,2.0,,,,,,2.0,,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,,0.0,0.0,,2.0,,,,2.0,,,0.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,2.0,0.0,,,,2.0,2.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,,,,0.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,,2.0,0.0,,2.0,0.0,2.0,0.0,,2.0,,2.0,,0.0,0.0,,2.0,,,2.0,0.0,,2.0,2.0,Enada
