chicken wild rice soup,Phyical Therapy - stretches,Osteopathy,Ambien CR,tumeric extract,busy,excedrin migraine,sugar,Netflix day,normal sleep,Lazy day,Vitamin b complex,8 hours sleep,cuddled kitten,therapy session,siracha,THC,Allegra,Flexeril,Goth clubbing,home alone,shopping,Fish oil,Chocolate after 6pm,Rest,Soy Sauce,Zolmitriptan,Post-op ice device,Corticosteroids,Tretinoin,picnic,bed day,Fentanyl,bacon,drank wine,Butterbur,slept 7 hours,Claritin,Strattera,Relaxing,no sleep,skipped meals,Zofran,Clinda-derm,Hydroxyzine,Synthroid,12 hours sleep,lots of desk work,meds,Dexedrine,broken sleep,exercise,bubble and squeak roast,Superlong nap,Vitamin C,Vitamin B,listen to music ,ate salsa,Daytime nap,Gabapentin,Klonopin,Medication,severe pain,CBD,Zomig,flaxseed and fybogel,Vitamin b12,bed late,Vitamin d,Ice pack,Late lunch,no breakfast,hiking,buses,physical therapy,8.5 hours sleep,slept >12 hrs,acupuncture treatment,Acupuncture,ironing,Metformin,9 hours sleep,spinach,Went out on date,vacation,worked in garden,slept 11 hours,CoQ10,social gathering,Morphine,gluten,crafting,scary new shit,small breakfast,8.75 hours sleep,soy or tofu main dish eaten,Tranexamic acid,slimfast,Gardening,exercised,stool softener,not great sleep,banana,Allergy Shots,bbq,Zinc,Melatonin,soft drink,10.5 hours sleep,Dicyclomine,studied,Alcohol,allergy shot,slept 8 hours!,marijuana,Sunlight,Pantoprazole,birth control,Magnesium glycinate,5-htp,Nasonex,Fexofenadine,cooked breakfast,new environment,eye ointment,lift x2,Ubiquinol,Valerian,Achy breaky rub,did some homework,Famotidine,beach,Benadryl,Enada,laundry,strapping of shoulder,Codeine,Astelin,Progesterone,mass transit,heating pads,Norco,Adderall,popcorn,Singulair,Montelukast,thai food,bone broth,long walk,row
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,soft drink
,,,,0.0,,,,0.0,,,2.0,0.0,,2.0,0.0,,2.0,,2.0,,0.0,2.0,0.0,,,,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,2.0,0.0,,,,,,,,2.0,,,,0.0,,2.0,,,,,,2.0,,2.0,,,,,,,0.0,,,0.0,,,0.0,,,,,0.0,2.0,0.0,,0.0,2.0,,,0.0,,,,,,,,,2.0,,2.0,2.0,,,,,,0.0,0.0,,,,2.0,2.0,2.0,2.0,,,,,,,,,0.0,2.0,,,,0.0,,,2.0,,,,,,0.0,2.0,,,,,10.5 hours sleep
2.0,,0.0,,,1.3114373071,,,,0.0,2.0,,,,,,,,0.0,,2.0,0.0,,,,2.0,1.3527545788,,0.0,0.0022253914917,2.0,1.99998727217,,,2.0,2.0,,,,,0.0,2.0,,0.00336125001112,,,,2.0,,,,2.0,2.0,0.0,,,2.0,2.0,0.328968877009,,,,2.0,,,,,,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,,,0.0,2.0,2.0,2.0,,,,,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,,2.0,,2.0,,2.0,,,,,,,0.0120433882266,2.0,2.0,,2.0,2.0,0.461954417789,,,,,0.380304716513,0.0,2.0,,,,,,,,,,,0.000590824161522,2.0,2.0,2.0,Dicyclomine
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,studied
,,,0.0,,,,,,,,0.0,2.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,0.0,,2.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,2.0,,,,,,,2.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,2.0,0.0,,,,,2.0,,0.0,,2.0,0.0,0.0,,,0.0,,,,,Alcohol
0.0,,2.0,,0.0,0.0,,,0.0,,0.0,2.0,0.0,,2.0,0.0,,2.0,2.0,2.0,0.0,1.8047044827,2.0,0.0,,0.0,2.0,,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,,2.0,0.0,,2.0,,2.0,0.0,0.0,,,,0.0,0.0,,2.0,,,0.0,0.641747221371,,2.0,,0.0,,,,2.0,,0.165106680284,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.189060451334,0.0,,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,,0.0,0.0,,,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,,0.0,2.0,0.0013444577426,,,2.0,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,allergy shot
,,,,0.0,,,,0.0,,,2.0,0.0,,2.0,0.0,,2.0,,2.0,,0.0,2.0,0.0,,,,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,2.0,0.0,,,,,,,,2.0,,,,0.0,,2.0,,,,,,2.0,,2.0,,,,,,,0.0,,,0.0,,,0.0,,,,,0.0,2.0,0.0,,0.0,2.0,,,0.0,,,,,,,,,2.0,,2.0,2.0,,0.0,,,,0.0,,,,,2.0,2.0,2.0,2.0,,,,,,,,,0.0,2.0,,,,0.0,,,2.0,,,,,,0.0,2.0,,,,,slept 8 hours!
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,,,,,,,,2.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,marijuana
,,,0.0,,,,,,,,0.0,2.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,0.0,,2.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,2.0,,,,,,,2.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,2.0,0.0,,,,,2.0,,0.0,,2.0,0.0,0.0,,,0.0,,,,,Sunlight
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantoprazole
,,,,2.0,,,,2.0,,,0.0,2.0,,0.0,2.0,,0.0,,0.0,,2.0,0.0,2.0,,,,,,,,,,2.0,,,2.0,0.0,0.0,,,,,,,0.0,2.0,,,,,,,,0.0,,,,2.0,,0.0,,,,,,0.0,,0.0,,,,,,,2.0,,,2.0,,,2.0,,,,,2.0,0.0,2.0,,2.0,0.0,,,2.0,,,,,,,,,0.0,,0.0,0.0,,2.0,,,,2.0,2.0,,,,,0.0,0.0,0.0,,,,,,,,,2.0,0.0,,,,2.0,,,0.0,,,,,,2.0,0.0,,,,,birth control
,,,0.0,2.0,,,,2.0,,,-2.22044604925e-16,1.93730606282,0.0,0.0,2.0,0.0,-2.22044604925e-16,,0.0,,2.0,6.66400099374e-05,2.0,0.0,,,0.0,,,,,,2.0,,,2.0,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,0.0,0.0,2.0,,0.0,,,,,,-2.22044604925e-16,,,,2.0,,0.00151810961213,,,0.0,,2.0,6.66400099374e-05,0.0,-2.22044604925e-16,0.0,,,,,0.0,2.0,,,2.0,,,1.86882363527,,,,,1.99338108679,0.0,2.0,,2.0,0.0,,2.0,2.0,,,,,,0.0,,,0.0,,-2.22044604925e-16,-2.22044604925e-16,,2.0,,,0.0,2.0,2.0,,0.0,,0.0,,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,,,,1.90746454644,-2.22044604925e-16,,,,2.0,2.0,,-2.22044604925e-16,,2.0,0.0,0.0,,2.0,-2.22044604925e-16,,,,,Magnesium glycinate
,,,0.0,2.0,,,,2.0,,,-2.22044604925e-16,1.93730606282,0.0,0.0,2.0,0.0,-2.22044604925e-16,,0.0,,2.0,6.66400099374e-05,2.0,0.0,,,0.0,,,,,,2.0,,,2.0,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,0.0,0.0,2.0,,0.0,,,,,,-2.22044604925e-16,,,,2.0,,0.00151810961213,,,0.0,,2.0,6.66400099374e-05,0.0,-2.22044604925e-16,0.0,,,,,0.0,2.0,,,2.0,,,1.86882363527,,,,,1.99338108679,0.0,2.0,,2.0,0.0,,2.0,2.0,,,,,,0.0,,,0.0,,-2.22044604925e-16,-2.22044604925e-16,,2.0,,,0.0,2.0,2.0,,0.0,,0.0,-2.22044604925e-16,,-2.22044604925e-16,,,,0.0,,,,,1.90746454644,-2.22044604925e-16,,,,2.0,2.0,,-2.22044604925e-16,,2.0,0.0,0.0,,2.0,-2.22044604925e-16,,,,,5-htp
,,,0.0,2.0,,,,2.0,,,-2.22044604925e-16,1.93730606282,0.0,0.0,2.0,0.0,-2.22044604925e-16,,0.0,,2.0,6.66400099374e-05,2.0,0.0,,,0.0,,,,,,2.0,,,2.0,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,0.0,0.0,2.0,,0.0,,,,,,-2.22044604925e-16,,,,2.0,,0.00151810961213,,,0.0,,2.0,6.66400099374e-05,0.0,-2.22044604925e-16,0.0,,,,,0.0,2.0,,,2.0,,,1.86882363527,,,,,1.99338108679,0.0,2.0,,2.0,0.0,,2.0,2.0,,,,,,0.0,,,0.0,,-2.22044604925e-16,-2.22044604925e-16,,2.0,,,0.0,2.0,2.0,,0.0,,0.0,-2.22044604925e-16,-2.22044604925e-16,,,,,0.0,,,,,1.90746454644,-2.22044604925e-16,,,,2.0,2.0,,-2.22044604925e-16,,2.0,0.0,0.0,,2.0,-2.22044604925e-16,,,,,Nasonex
2.0,,0.0,,,1.45472241995,,,,0.0,2.0,,,,,,,,0.0,,2.0,0.0,,,,2.0,1.20372181083,,0.0,0.0245589979324,2.0,1.98872470925,,,2.0,2.0,,,,,0.0,2.0,,0.00268828233696,,,,2.0,,,,2.0,2.0,0.0,,,2.0,2.0,0.451772566032,,,,2.0,,,,,,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,,,0.0,2.0,2.0,2.0,,,,,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,0.0120433882266,2.0,,2.0,,2.0,,,,,,,,2.0,2.0,,2.0,2.0,0.598859644222,,,,,0.509207541905,0.0,2.0,,,,,,,,,,,0.00730898145163,2.0,2.0,2.0,Fexofenadine
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,,0.0,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,cooked breakfast
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,,,0.0,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,new environment
,,,0.0,,,,,,,,0.0,2.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,0.0,,2.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,2.0,,,,,,,2.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,,,,,,2.0,0.0,,,,,2.0,,0.0,,2.0,0.0,0.0,,,0.0,,,,,eye ointment
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,,0.0,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,lift x2
0.0,,2.0,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,2.0,,2.0,2.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,,2.0,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,,0.0,,,,,,,2.0,0.0,0.0,,0.0,,0.0,,,,,0.0,2.0,0.0,,,,,,,,,,,2.0,0.0,0.0,0.0,Ubiquinol
0.0,,2.0,,,0.366572703642,,,,0.0,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,1.97852768945,,2.0,0.406948634406,0.0,1.53378593378,,,0.0,0.0,,,,,2.0,0.0,,0.532816205025,,,,0.0,,,,0.0,0.0,0.0,,,2.0,0.0,0.0139923381564,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.461954417789,0.0,,0.0,,0.0,,,,,,,0.598859644222,0.0,0.0,,0.0,0.0,,,,,,0.00501958747768,2.0,0.0,,,,,,,,,,,0.491243351054,0.0,0.0,0.0,Valerian
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Achy breaky rub
,,,2.0,0.0,,,,0.0,,,1.90746454644,0.00301006750264,2.0,2.0,0.0,2.0,1.90746454644,,2.0,,0.0,1.9025538958,0.0,2.0,,,2.0,,,,,,0.0,,,0.0,1.90746454644,1.90746454644,,,,2.0,,2.0,2.0,0.0,,2.0,,,,,,1.90746454644,,,,0.0,,1.88294581628,,,2.0,,0.0,1.9025538958,2.0,1.90746454644,2.0,,,,,2.0,0.0,,,0.0,,,0.419588170797,,,,,0.146800050113,2.0,0.0,,0.0,2.0,,0.0,0.0,,,,,,2.0,,,2.0,,1.90746454644,1.90746454644,,0.0,,,2.0,0.0,0.0,,2.0,,2.0,1.90746454644,1.90746454644,1.90746454644,,,,2.0,,,,,,1.90746454644,,,,0.0,0.0,,1.90746454644,,0.0,2.0,2.0,,0.0,1.90746454644,,,,,did some homework
,,,0.0,2.0,,,,2.0,,,-2.22044604925e-16,1.93730606282,0.0,0.0,2.0,0.0,-2.22044604925e-16,,0.0,,2.0,6.66400099374e-05,2.0,0.0,,,0.0,,,,,,2.0,,,2.0,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,0.0,0.0,2.0,,0.0,,,,,,-2.22044604925e-16,,,,2.0,,0.00151810961213,,,0.0,,2.0,6.66400099374e-05,0.0,-2.22044604925e-16,0.0,,,,,0.0,2.0,,,2.0,,,1.86882363527,,,,,1.99338108679,0.0,2.0,,2.0,0.0,,2.0,2.0,,,,,,0.0,,,0.0,,-2.22044604925e-16,-2.22044604925e-16,,2.0,,,0.0,2.0,2.0,,0.0,,0.0,-2.22044604925e-16,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,,,,1.90746454644,,,,,2.0,2.0,,-2.22044604925e-16,,2.0,0.0,0.0,,2.0,-2.22044604925e-16,,,,,Famotidine
,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beach
0.0,,2.0,,,0.447186533214,,,,0.0,0.0,,,,,,,,2.0,,0.0,2.0,,,,0.0,1.95298994233,,2.0,0.329352788731,0.0,1.61572759533,,,0.0,0.0,,,,,2.0,0.0,,0.446683477094,,,,0.0,,,,0.0,0.0,0.0,,,2.0,0.0,0.00226004245785,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.380304716513,0.0,,0.0,,0.0,,,,,,,0.509207541905,0.0,0.0,,0.0,0.0,0.00501958747768,,,,,,2.0,0.0,,,,,,,,,,,0.407645911141,0.0,0.0,0.0,Benadryl
2.0,,0.0,,,2.0,,,,,2.0,,,,,,,,0.0,,2.0,0.0,,,,2.0,0.0,,0.0,0.0,2.0,2.0,,,2.0,2.0,,,,,0.0,2.0,,0.0,,,,2.0,,,,2.0,2.0,,,,,2.0,2.0,,,,2.0,,,,,,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,,,,2.0,2.0,2.0,,,,,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,0.0,2.0,,2.0,,2.0,,,,,,,0.0,2.0,2.0,,2.0,2.0,2.0,,,,,2.0,,2.0,,,,,,,,,,,0.0,2.0,2.0,2.0,Enada
0.0,,2.0,,0.0,0.0,,,0.0,,0.0,2.0,0.0,,2.0,0.0,,2.0,2.0,2.0,0.0,1.83439714359,2.0,0.0,,0.0,2.0,,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,,2.0,0.0,,2.0,,2.0,0.0,0.0,,,,0.0,0.0,,2.0,,,0.0,0.690625477276,,2.0,,0.0,,,,2.0,,0.137697285771,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.15981915629,0.0,,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,0.0013444577426,0.0,0.0,,,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,,0.0,2.0,,,,2.0,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,laundry
,,,2.0,,,,,,,,2.0,0.0,2.0,,,2.0,2.0,,,,,2.0,,2.0,,,2.0,,,,,,,,,,2.0,2.0,,,,2.0,,2.0,,,,2.0,,,,,,2.0,,,,,,2.0,,,2.0,,0.0,2.0,2.0,2.0,2.0,,,,,2.0,,,,,,,2.0,,,,,0.0,,,,,,,0.0,,,,,,,2.0,,,,,2.0,2.0,,,,,2.0,,,,2.0,,,2.0,2.0,2.0,,,,2.0,,,,,0.0,2.0,,,,,,,2.0,,0.0,2.0,2.0,,,2.0,,,,,strapping of shoulder
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Codeine
,,,0.0,2.0,,,,2.0,,,-2.22044604925e-16,1.93730606282,0.0,0.0,2.0,0.0,-2.22044604925e-16,,0.0,,2.0,6.66400099374e-05,2.0,0.0,,,0.0,,,,,,2.0,,,2.0,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,0.0,0.0,2.0,,0.0,,,,,,-2.22044604925e-16,,,,2.0,,0.00151810961213,,,0.0,,2.0,6.66400099374e-05,0.0,-2.22044604925e-16,0.0,,,,,0.0,2.0,,,2.0,,,1.86882363527,,,,,1.99338108679,0.0,2.0,,2.0,0.0,,2.0,2.0,,,,,,0.0,,,0.0,,-2.22044604925e-16,-2.22044604925e-16,,2.0,,,0.0,2.0,2.0,,0.0,,0.0,-2.22044604925e-16,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,,,,1.90746454644,-2.22044604925e-16,,,,2.0,2.0,,,,2.0,0.0,0.0,,2.0,-2.22044604925e-16,,,,,Astelin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Progesterone
,,,2.0,,,,,,,,2.0,0.0,2.0,,,2.0,2.0,,,,,2.0,,2.0,,,2.0,,,,,,,,,,2.0,2.0,,,,2.0,,2.0,,,,2.0,,,,,,2.0,,,,,,2.0,,,2.0,,0.0,2.0,2.0,2.0,2.0,,,,,2.0,,,,,,,2.0,,,,,0.0,,,,,,,0.0,,,,,,,2.0,,,,,2.0,2.0,,,,,2.0,,,,2.0,,,2.0,2.0,2.0,,,,2.0,,,,,0.0,2.0,,,,,0.0,,2.0,,,2.0,2.0,,,2.0,,,,,mass transit
,,,0.0,,,,,,,,0.0,2.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,0.0,,2.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,2.0,,,,,,,2.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,2.0,0.0,,,,,2.0,,0.0,,2.0,,0.0,,,0.0,,,,,heating pads
,,,0.0,,,,,,,,0.0,2.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,0.0,,2.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,2.0,,,,,,,2.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,2.0,0.0,,,,,2.0,,0.0,,2.0,0.0,,,,0.0,,,,,Norco
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adderall
,,,,0.0,,,,0.0,,,2.0,0.0,,2.0,0.0,,2.0,,2.0,,0.0,2.0,0.0,,,,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,2.0,0.0,,,,,,,,2.0,,,,0.0,,2.0,,,,,,2.0,,2.0,,,,,,,0.0,,,0.0,,,0.0,,,,,0.0,2.0,0.0,,0.0,2.0,,,0.0,,,,,,,,,2.0,,2.0,2.0,,0.0,,,,0.0,0.0,,,,2.0,2.0,2.0,2.0,,,,,,,,,0.0,2.0,,,,0.0,,,2.0,,,,,,,2.0,,,,,popcorn
,,,0.0,2.0,,,,2.0,,,-2.22044604925e-16,1.93730606282,0.0,0.0,2.0,0.0,-2.22044604925e-16,,0.0,,2.0,6.66400099374e-05,2.0,0.0,,,0.0,,,,,,2.0,,,2.0,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,0.0,0.0,2.0,,0.0,,,,,,-2.22044604925e-16,,,,2.0,,0.00151810961213,,,0.0,,2.0,6.66400099374e-05,0.0,-2.22044604925e-16,0.0,,,,,0.0,2.0,,,2.0,,,1.86882363527,,,,,1.99338108679,0.0,2.0,,2.0,0.0,,2.0,2.0,,,,,,0.0,,,0.0,,-2.22044604925e-16,-2.22044604925e-16,,2.0,,,0.0,2.0,2.0,,0.0,,0.0,-2.22044604925e-16,-2.22044604925e-16,-2.22044604925e-16,,,,0.0,,,,,1.90746454644,-2.22044604925e-16,,,,2.0,2.0,,-2.22044604925e-16,,2.0,0.0,0.0,,2.0,,,,,,Singulair
2.0,,0.0,,,1.34391400142,,,,0.0,2.0,,,,,,,,0.0,,2.0,0.0,,,,2.0,1.32038557611,,0.0,0.00510659374337,2.0,1.99956986419,,,2.0,2.0,,,,,0.0,2.0,,0.00113442885502,,,,2.0,,,,2.0,2.0,0.0,,,2.0,2.0,0.354848284742,,,,2.0,,,,,,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,,,0.0,2.0,2.0,2.0,,,,,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,0.000590824161522,2.0,,2.0,,2.0,,,,,,,0.00730898145163,2.0,2.0,,2.0,2.0,0.491243351054,,,,,0.407645911141,0.0,2.0,,,,,,,,,,,,2.0,2.0,2.0,Montelukast
