chicken wild rice soup,8k steps,Phyical Therapy - stretches,Caffeine,Osteopathy,Toprol,Amitriptyline,busy,corncakes,avocado bun,coco pops,fiber art - sewing,grilled cheese,Flexeril,11K steps,home alone,bubble and squeak roast,Corticosteroids,Tretinoin,picnic,bed day,Bicarb on scalp,slept 7 hours,Charcoal,Relaxing,no sleep,skipped meals,Clinda-derm,Synthroid,lots of desk work,excedrin migraine,Low-FODMAP diet,broken sleep,exercise,Inderal,spicy mock beef,Vitamin B,listen to music ,Probiotics,ate salsa,pasta,exercised,crafting,Medication,slimfast,Zomig,drank wine,Daytime nap,Vitamin d,Contraceptive pill,buses,physical therapy,Omeprazole,ironing,Metformin,Went out on date,vacation,15K steps,orange and verveine tea,worked in garden,banana,bbq,shopping,slept >12 hrs,scary new shit,soy or tofu main dish eaten,2K steps,Tranexamic acid,Gardening,not great sleep,soup,catered food,Church,soft drink,Dicyclomine,studied,fry up breakfast,allergy shot,Inolaxol,marijuana,minestrone,Pantoprazole,Soy Sauce,Iberogast,Fexofenadine,cooked breakfast,severe pain,lift x2,Lazy day,Achy breaky rub,ate gluten,pizza,Enada,laundry,dumpling stew,Kayaking,Progesterone,no breakfast,Car travel,Iodine,big burger,Montelukast,bone broth,long walk,Multi-vitamin,row
2.0,2.0,0.0,,0.0,,0.0,2.0,,,,,,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,,,,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,,,0.0,,,2.0,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,,2.0,,2.0,,0.0,2.0,,0.0,2.0,0.0,2.0,2.0,0.0,2.0,,0.0,2.0,,2.0,2.0,2.0,2.0,,,0.0,2.0,0.0,,Metformin
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,0.0,,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,2.0,,,2.0,0.0,,,0.0,0.0,,,,2.0,0.0,2.0,,Went out on date
2.0,,0.0,,0.0,,,2.0,,,,,,,,0.0,0.0,0.0,2.0,2.0,2.0,,,,0.0,2.0,2.0,0.0,,2.0,0.0,,2.0,2.0,,,0.0,,,2.0,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,,,0.0,2.0,,2.0,0.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,0.0,,,,0.0,0.0,2.0,,2.0,,2.0,,0.0,2.0,,0.0,2.0,0.0,2.0,2.0,0.0,,,0.0,2.0,,,2.0,2.0,,,,0.0,2.0,0.0,,vacation
,0.0,,,,,2.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,15K steps
,,,0.0,,,,,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,orange and verveine tea
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,0.0,,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,2.0,,,2.0,0.0,,,0.0,0.0,,,,2.0,0.0,2.0,,worked in garden
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,0.0,,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,2.0,,,2.0,0.0,,,0.0,0.0,,,,2.0,0.0,2.0,,banana
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,0.0,,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,2.0,,,2.0,0.0,,,0.0,0.0,,,,2.0,0.0,2.0,,bbq
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,0.0,,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,2.0,,,2.0,0.0,,,0.0,0.0,,,,2.0,0.0,2.0,,shopping
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,0.0,,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,2.0,,,2.0,0.0,,,0.0,0.0,,,,2.0,0.0,2.0,,slept >12 hrs
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,0.0,,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,2.0,,,2.0,0.0,,,0.0,0.0,,,,2.0,0.0,2.0,,scary new shit
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,0.0,,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,2.0,,,2.0,0.0,,,0.0,0.0,,,,2.0,0.0,2.0,,soy or tofu main dish eaten
,0.0,,,,,2.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,2K steps
2.0,,0.0,,0.0,,,2.0,,,,,,,,0.0,0.0,0.0,2.0,2.0,2.0,,,,0.0,2.0,2.0,0.0,,2.0,0.0,,2.0,2.0,,,0.0,,,2.0,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,0.0,0.0,,,,0.0,0.0,2.0,,2.0,,2.0,,0.0,2.0,,0.0,2.0,0.0,2.0,2.0,0.0,,,0.0,2.0,,,2.0,2.0,,,,0.0,2.0,0.0,,Tranexamic acid
2.0,,0.0,,0.0,,,2.0,,,,,,,,0.0,0.0,0.0,2.0,2.0,2.0,,,,0.0,2.0,2.0,0.0,,2.0,0.0,,2.0,2.0,,,0.0,,,2.0,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,,0.0,,,,0.0,0.0,2.0,,2.0,,2.0,,0.0,2.0,,0.0,2.0,0.0,2.0,2.0,0.0,,,0.0,2.0,,,2.0,2.0,,,,0.0,2.0,0.0,,Gardening
2.0,,0.0,,0.0,,,2.0,,,,,,,,0.0,0.0,0.0,2.0,2.0,2.0,,,,0.0,2.0,2.0,0.0,,2.0,0.0,,2.0,2.0,,,0.0,,,2.0,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,,,,,0.0,0.0,2.0,,2.0,,2.0,,0.0,2.0,,0.0,2.0,0.0,2.0,2.0,0.0,,,0.0,2.0,,,2.0,2.0,,,,0.0,2.0,0.0,,not great sleep
,,,0.0,,,,,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,soup
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catered food
,,,0.0,,,,,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,Church
2.0,,0.0,,0.0,,,2.0,,,,,,,,0.0,0.0,0.0,2.0,2.0,2.0,,,,0.0,2.0,2.0,0.0,,2.0,0.0,,2.0,2.0,,,0.0,,,2.0,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,0.0,,,,,0.0,2.0,,2.0,,2.0,,0.0,2.0,,0.0,2.0,0.0,2.0,2.0,0.0,,,0.0,2.0,,,2.0,2.0,,,,0.0,2.0,0.0,,soft drink
2.0,,0.0,,0.0,,,2.0,,,,,,,,0.0,0.0,0.0,2.0,2.0,2.0,,,,0.0,2.0,2.0,0.0,,2.0,0.0,,2.0,2.0,,,0.0,,,2.0,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,0.0,,,,0.0,,2.0,,2.0,,2.0,,0.0,2.0,,0.0,2.0,0.0,2.0,2.0,0.0,,,0.0,2.0,,,2.0,2.0,,,,0.0,2.0,0.0,,Dicyclomine
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,,,0.0,,0.0,,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,2.0,,,2.0,0.0,,,0.0,0.0,,,,2.0,0.0,2.0,,studied
,,,0.0,,,,,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,fry up breakfast
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,,,0.0,,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,2.0,,,2.0,0.0,,,0.0,0.0,,,,2.0,0.0,2.0,,allergy shot
,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,Inolaxol
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,,,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,2.0,,,2.0,0.0,,,0.0,0.0,,,,2.0,0.0,2.0,,marijuana
,,,0.0,,,,,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,minestrone
2.0,,0.0,,0.0,,,2.0,,,,,,,,0.0,0.0,0.0,2.0,2.0,2.0,,,,0.0,2.0,2.0,0.0,,2.0,0.0,,2.0,2.0,,,0.0,,,2.0,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,0.0,,,,0.0,0.0,2.0,,2.0,,2.0,,,2.0,,0.0,2.0,0.0,2.0,2.0,0.0,,,0.0,2.0,,,2.0,2.0,,,,0.0,2.0,0.0,,Pantoprazole
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,0.0,,2.0,,,2.0,0.0,2.0,0.0,0.0,2.0,,,2.0,0.0,,,0.0,0.0,,,,2.0,0.0,2.0,,Soy Sauce
,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Iberogast
2.0,,0.0,,0.0,,,2.0,,,,,,,,0.0,0.0,0.0,2.0,2.0,2.0,,,,0.0,2.0,2.0,0.0,,2.0,0.0,,2.0,2.0,,,0.0,,,2.0,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,0.0,,,,0.0,0.0,2.0,,2.0,,2.0,,0.0,2.0,,,2.0,0.0,2.0,2.0,0.0,,,0.0,2.0,,,2.0,2.0,,,,0.0,2.0,0.0,,Fexofenadine
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,0.0,,2.0,0.0,,2.0,,2.0,0.0,0.0,2.0,,,2.0,0.0,,,0.0,0.0,,,,2.0,0.0,2.0,,cooked breakfast
2.0,,0.0,,0.0,,,2.0,,,,,,,,0.0,0.0,0.0,2.0,2.0,2.0,,,,0.0,2.0,2.0,0.0,,2.0,0.0,,2.0,2.0,,,0.0,,,2.0,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,0.0,,,,0.0,0.0,2.0,,2.0,,2.0,,0.0,2.0,,0.0,2.0,,2.0,2.0,0.0,,,0.0,2.0,,,2.0,2.0,,,,0.0,2.0,0.0,,severe pain
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,0.0,,2.0,0.0,,2.0,0.0,2.0,,0.0,2.0,,,2.0,0.0,,,0.0,0.0,,,,2.0,0.0,2.0,,lift x2
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,0.0,,2.0,0.0,,2.0,0.0,2.0,0.0,,2.0,,,2.0,0.0,,,0.0,0.0,,,,2.0,0.0,2.0,,Lazy day
2.0,,0.0,,0.0,,,2.0,,,,,,,,0.0,0.0,0.0,2.0,2.0,2.0,,,,0.0,2.0,2.0,0.0,,2.0,0.0,,2.0,2.0,,,0.0,,,2.0,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,0.0,,,,0.0,0.0,2.0,,2.0,,2.0,,0.0,2.0,,0.0,2.0,0.0,2.0,2.0,,,,0.0,2.0,,,2.0,2.0,,,,0.0,2.0,0.0,,Achy breaky rub
,0.0,,,,,2.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,ate gluten
,,,0.0,,,,,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,pizza
2.0,,0.0,,0.0,,,2.0,,,,,,,,0.0,0.0,0.0,2.0,2.0,2.0,,,,0.0,2.0,2.0,0.0,,2.0,0.0,,2.0,2.0,,,0.0,,,2.0,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,0.0,,,,0.0,0.0,2.0,,2.0,,2.0,,0.0,2.0,,0.0,2.0,0.0,2.0,2.0,0.0,,,,2.0,,,2.0,2.0,,,,0.0,2.0,0.0,,Enada
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,0.0,,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,2.0,,,2.0,,,,0.0,0.0,,,,2.0,0.0,2.0,,laundry
,,,0.0,,,,,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,dumpling stew
,0.0,,,,,2.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,Kayaking
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,0.0,,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,2.0,,,2.0,0.0,,,,0.0,,,,2.0,0.0,2.0,,Progesterone
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,0.0,,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,2.0,,,2.0,0.0,,,0.0,,,,,2.0,0.0,2.0,,no breakfast
,0.0,,,,,2.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,Car travel
,,,0.0,,,,,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,Iodine
,,,0.0,,,,,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,big burger
2.0,,0.0,,0.0,,,2.0,,,,,,,,0.0,0.0,0.0,2.0,2.0,2.0,,,,0.0,2.0,2.0,0.0,,2.0,0.0,,2.0,2.0,,,0.0,,,2.0,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,0.0,,,,0.0,0.0,2.0,,2.0,,2.0,,0.0,2.0,,0.0,2.0,0.0,2.0,2.0,0.0,,,0.0,2.0,,,2.0,2.0,,,,,2.0,0.0,,Montelukast
0.0,,2.0,,2.0,,,0.0,,,,,,,,2.0,2.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,2.0,,0.0,2.0,,0.0,0.0,,,2.0,,,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,,,2.0,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,,2.0,2.0,0.0,,0.0,,0.0,,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,2.0,,,2.0,0.0,,,0.0,0.0,,,,2.0,,2.0,,bone broth
2.0,,0.0,,0.0,,,2.0,,,,,,,,0.0,0.0,0.0,2.0,2.0,2.0,,,,0.0,2.0,2.0,0.0,,2.0,0.0,,2.0,2.0,,,0.0,,,2.0,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,0.0,,,,0.0,0.0,2.0,,2.0,,2.0,,0.0,2.0,,0.0,2.0,0.0,2.0,2.0,0.0,,,0.0,2.0,,,2.0,2.0,,,,0.0,2.0,,,long walk
,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,Multi-vitamin
